edge_id,source_id,source_title_ja,target_id,target_title_ja,type_ja,type_en,strength,render_class,importance,importance_ja,importance_note,reason,audit_status,audit_basis,audit_source_url,last_verified,management_notes,audit_confidence,audit_source_kind,relation_scope,directness,continuity_scope,render_relation_map,render_chronology,render_prewatch,evidence_level,proxy_note,relation_kind,prewatch_tier,prewatch_reason,prewatch_basis,prewatch_review_status,prewatch_last_reviewed
hawkeye-2021 -> daredevil-born-again-s1-2025,hawkeye-2021,ホークアイ,daredevil-born-again-s1-2025,デアデビル：ボーン・アゲイン S1,キングピンを介した接続,character/Kingpin bridge,medium,dashed,reference,参照,客演・設定共有・別宇宙・出演確認などの参照接続。「全線」で表示、表示時も選択作品への直接接続だけ補助点灯。,Fisk re-enters MCU before Born Again.,structure-reviewed,IDs・重複・自己ループ・方向グラフ整合を監査。外部根拠は必要な接続のみ別途確認。,,2026-08-26,,medium,internal-structure,story,indirect,same_or_intended,true,false,false,legacy-structured,,lead_in,complete,補助的な人物・世界観・マルチバース・参照関係まで含む完全版で追加する。,legacy-importance-reviewed,reviewed-v4,2026-08-26
echo-2024 -> daredevil-born-again-s1-2025,echo-2024,エコー,daredevil-born-again-s1-2025,デアデビル：ボーン・アゲイン S1,ストリート系の継続,street-level continuation,strong,solid,recommended,推奨,理解を助ける重要なクロスオーバー／人物・イベント継続。選択作品へ直接1段だけ付加し、ここからは再帰伝播しない。,Fisk/Daredevil street branch.,structure-reviewed,IDs・重複・自己ループ・方向グラフ整合を監査。外部根拠は必要な接続のみ別途確認。,,2026-08-26,,medium,internal-structure,story,indirect,same_or_intended,true,false,true,legacy-structured,,story_link,recommended,理解や人物関係を大きく補強するため、おすすめプランで追加する。,legacy-importance-reviewed,reviewed-v4,2026-08-26
daredevil-born-again-s1-2025 -> daredevil-born-again-s2-2026,daredevil-born-again-s1-2025,デアデビル：ボーン・アゲイン S1,daredevil-born-again-s2-2026,デアデビル：ボーン・アゲイン S2,直接の続編,direct sequel,strong,solid,core,中核,同系列・直接続編・直接的な物語前提など、選択作品の本筋として再帰的に辿る接続。,Season continuation.,structure-reviewed,IDs・重複・自己ループ・方向グラフ整合を監査。外部根拠は必要な接続のみ別途確認。,,2026-08-26,,high,internal-structure,story,direct,same_or_intended,true,true,true,legacy-structured,,sequel,minimum,本筋・直接続編・強い前提として、最低限プランで再帰的に辿る。,legacy-importance-reviewed,reviewed-v4,2026-08-26
daredevil-born-again-s2-2026 -> daredevil-born-again-s3-tba,daredevil-born-again-s2-2026,デアデビル：ボーン・アゲイン S2,daredevil-born-again-s3-tba,デアデビル：ボーン・アゲイン S3,直接の続編,direct sequel,strong,solid,core,中核,同系列・直接続編・直接的な物語前提など、選択作品の本筋として再帰的に辿る接続。,Marvel lists Season 3.,structure-reviewed,IDs・重複・自己ループ・方向グラフ整合を監査。外部根拠は必要な接続のみ別途確認。,,2026-08-26,,high,internal-structure,story,direct,same_or_intended,true,true,true,legacy-structured,,sequel,minimum,本筋・直接続編・強い前提として、最低限プランで再帰的に辿る。,legacy-importance-reviewed,reviewed-v4,2026-08-26
the-punisher-s2-2019 -> the-punisher-one-last-kill-2026-05-12,the-punisher-s2-2019,パニッシャー S2,the-punisher-one-last-kill-2026-05-12,パニッシャー：ワン・ラスト・キル,character continuity,character continuity,strong,solid,core,中核,同系列・直接続編・直接的な物語前提など、選択作品の本筋として再帰的に辿る接続。,Jon Bernthal's Frank Castle continuation.,structure-reviewed,IDs・重複・自己ループ・方向グラフ整合を監査。外部根拠は必要な接続のみ別途確認。,,2026-08-26,,medium,internal-structure,character,strong,same_or_intended,true,false,true,legacy-structured,,character_continuity,minimum,本筋・直接続編・強い前提として、最低限プランで再帰的に辿る。,legacy-importance-reviewed,reviewed-v4,2026-08-26
daredevil-born-again-s2-2026 -> the-punisher-one-last-kill-2026-05-12,daredevil-born-again-s2-2026,デアデビル：ボーン・アゲイン S2,the-punisher-one-last-kill-2026-05-12,パニッシャー：ワン・ラスト・キル,ストリート系の関連接続,street-level crossover adjacency,medium,dashed,reference,参照,客演・設定共有・別宇宙・出演確認などの参照接続。「全線」で表示、表示時も選択作品への直接接続だけ補助点灯。,Same current Marvel Television street-level branch.,structure-reviewed,IDs・重複・自己ループ・方向グラフ整合を監査。外部根拠は必要な接続のみ別途確認。,,2026-08-26,,medium,internal-structure,crossover,indirect,same_or_intended,true,false,false,legacy-structured,,crossover,complete,補助的な人物・世界観・マルチバース・参照関係まで含む完全版で追加する。,legacy-importance-reviewed,reviewed-v4,2026-08-26
black-panther-2018 -> black-panther-wakanda-forever-2022,black-panther-2018,ブラックパンサー,black-panther-wakanda-forever-2022,ブラックパンサー／ワカンダ・フォーエバー,直接の続編,direct sequel,strong,solid,core,中核,同系列・直接続編・直接的な物語前提など、選択作品の本筋として再帰的に辿る接続。,Wakanda sequel.,structure-reviewed,IDs・重複・自己ループ・方向グラフ整合を監査。外部根拠は必要な接続のみ別途確認。,,2026-08-26,,high,internal-structure,story,direct,same_or_intended,true,true,true,legacy-structured,,sequel,minimum,本筋・直接続編・強い前提として、最低限プランで再帰的に辿る。,legacy-importance-reviewed,reviewed-v4,2026-08-26
black-panther-wakanda-forever-2022 -> ironheart-2025,black-panther-wakanda-forever-2022,ブラックパンサー／ワカンダ・フォーエバー,ironheart-2025,アイアンハート,キャラクターのスピンオフ,character spin-off,strong,solid,core,中核,同系列・直接続編・直接的な物語前提など、選択作品の本筋として再帰的に辿る接続。,Riri Williams introduced in Wakanda Forever.,structure-reviewed,IDs・重複・自己ループ・方向グラフ整合を監査。外部根拠は必要な接続のみ別途確認。,,2026-08-26,,medium,internal-structure,story,strong,same_or_intended,true,true,true,legacy-structured,,spinoff,minimum,本筋・直接続編・強い前提として、最低限プランで再帰的に辿る。,legacy-importance-reviewed,reviewed-v4,2026-08-26
black-panther-2018 -> eyes-of-wakanda-2025,black-panther-2018,ブラックパンサー,eyes-of-wakanda-2025,アイズ・オブ・ワカンダ,世界観／歴史の接続,world/history connection,medium,dashed,reference,参照,客演・設定共有・別宇宙・出演確認などの参照接続。「全線」で表示、表示時も選択作品への直接接続だけ補助点灯。,Animated Wakandan historical stories; not a sequel.,structure-reviewed,IDs・重複・自己ループ・方向グラフ整合を監査。外部根拠は必要な接続のみ別途確認。,,2026-08-26,,medium,internal-structure,world_lore,indirect,same_or_intended,true,false,false,legacy-structured,,world_lore,complete,補助的な人物・世界観・マルチバース・参照関係まで含む完全版で追加する。,legacy-importance-reviewed,reviewed-v4,2026-08-26
black-widow-2021 -> hawkeye-2021,black-widow-2021,ブラック・ウィドウ,hawkeye-2021,ホークアイ,Yelena/Natasha legacy,Yelena/Natasha legacy,strong,solid,recommended,推奨,理解を助ける重要なクロスオーバー／人物・イベント継続。選択作品へ直接1段だけ付加し、ここからは再帰伝播しない。,Yelena's post-Black Widow story continues in Hawkeye.,structure-reviewed,IDs・重複・自己ループ・方向グラフ整合を監査。外部根拠は必要な接続のみ別途確認。,,2026-08-26,,medium,internal-structure,character,proxy,same_or_intended,true,false,true,legacy-structured,,character_continuity,recommended,理解や人物関係を大きく補強するため、おすすめプランで追加する。,legacy-importance-reviewed,reviewed-v4,2026-08-26
black-widow-2021 -> thunderbolts-new-avengers-2025,black-widow-2021,ブラック・ウィドウ,thunderbolts-new-avengers-2025,サンダーボルツ*,チーム結成へのセットアップ,ensemble setup,strong,solid,recommended,推奨,理解を助ける重要なクロスオーバー／人物・イベント継続。選択作品へ直接1段だけ付加し、ここからは再帰伝播しない。,"Yelena, Red Guardian, Taskmaster.",structure-reviewed,IDs・重複・自己ループ・方向グラフ整合を監査。外部根拠は必要な接続のみ別途確認。,,2026-08-26,,medium,internal-structure,character,proxy,same_or_intended,true,false,true,legacy-structured,,lead_in,recommended,理解や人物関係を大きく補強するため、おすすめプランで追加する。,legacy-importance-reviewed,reviewed-v4,2026-08-26
the-falcon-and-the-winter-soldier-2021 -> thunderbolts-new-avengers-2025,the-falcon-and-the-winter-soldier-2021,ファルコン＆ウィンター・ソルジャー,thunderbolts-new-avengers-2025,サンダーボルツ*,チーム結成へのセットアップ,ensemble setup,strong,solid,recommended,推奨,理解を助ける重要なクロスオーバー／人物・イベント継続。選択作品へ直接1段だけ付加し、ここからは再帰伝播しない。,Bucky Barnes and John Walker.,structure-reviewed,IDs・重複・自己ループ・方向グラフ整合を監査。外部根拠は必要な接続のみ別途確認。,,2026-08-26,,medium,internal-structure,story,indirect,same_or_intended,true,false,true,legacy-structured,,lead_in,recommended,理解や人物関係を大きく補強するため、おすすめプランで追加する。,legacy-importance-reviewed,reviewed-v4,2026-08-26
ant-man-and-the-wasp-2018 -> thunderbolts-new-avengers-2025,ant-man-and-the-wasp-2018,アントマン＆ワスプ,thunderbolts-new-avengers-2025,サンダーボルツ*,チーム結成へのセットアップ,ensemble setup,strong,solid,recommended,推奨,理解を助ける重要なクロスオーバー／人物・イベント継続。選択作品へ直接1段だけ付加し、ここからは再帰伝播しない。,Ghost.,structure-reviewed,IDs・重複・自己ループ・方向グラフ整合を監査。外部根拠は必要な接続のみ別途確認。,,2026-08-26,,medium,internal-structure,story,indirect,same_or_intended,true,false,true,legacy-structured,,lead_in,recommended,理解や人物関係を大きく補強するため、おすすめプランで追加する。,legacy-importance-reviewed,reviewed-v4,2026-08-26
the-falcon-and-the-winter-soldier-2021 -> captain-america-brave-new-world-2025,the-falcon-and-the-winter-soldier-2021,ファルコン＆ウィンター・ソルジャー,captain-america-brave-new-world-2025,キャプテン・アメリカ：ブレイブ・ニュー・ワールド,同一キャラクターの直接継続,direct character continuation,strong,solid,core,中核,同系列・直接続編・直接的な物語前提など、選択作品の本筋として再帰的に辿る接続。,Sam Wilson's Captain America arc.,structure-reviewed,IDs・重複・自己ループ・方向グラフ整合を監査。外部根拠は必要な接続のみ別途確認。,,2026-08-26,,medium,internal-structure,story,strong,same_or_intended,true,true,true,legacy-structured,,story_link,minimum,本筋・直接続編・強い前提として、最低限プランで再帰的に辿る。,legacy-importance-reviewed,reviewed-v4,2026-08-26
